GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1299680279,20260417,202604,2026,2026.2932,,,,,,,,,,,PTY,POLITICIAN,,,,,,,,,0,036,036,03,1,4.0,4,1,4,0.050075112669,0,,,,,,,,4,"Niagara Falls, Ontario, Canada",CA,CA08,30536,43.1,-79.05,-570141,4,"Niagara Falls, Ontario, Canada",CA,CA08,30536,43.1,-79.05,-570141,20260417103000,https://www.stcatharinesstandard.ca/news/niagara-ontario-governance-reform-chair/article_92473652-a23b-584c-b2f4-ff01fde02247.html
1299680280,20260417,202604,2026,2026.2932,,,,,,,,,,,PTY,POLITICIAN,,,,,,,,,0,036,036,03,1,4.0,6,1,6,0.050075112669,0,,,,,,,,4,"Port Colborne, Ontario, Canada",CA,CA08,12668,42.8833,-79.2333,-571567,4,"Port Colborne, Ontario, Canada",CA,CA08,12668,42.8833,-79.2333,-571567,20260417103000,https://www.stcatharinesstandard.ca/news/niagara-ontario-governance-reform-chair/article_92473652-a23b-584c-b2f4-ff01fde02247.html
1299680281,20260417,202604,2026,2026.2932,,,,,,,,,,,REL,MONASTERY,,,,,,,,,0,043,043,04,1,2.8,1,1,1,2.29166666666667,0,,,,,,,,4,"Ayia Napa Monastery, Famagusta, Cyprus",CY,CY01,14806,34.9917,33.9958,-3811483,4,"Ayia Napa Monastery, Famagusta, Cyprus",CY,CY01,14806,34.9917,33.9958,-3811483,20260417103000,https://cyprus-mail.com/2026/04/17/eu-tourism-ministers-meet-in-nicosia-on-friday-to-discuss-sector-resilience
1299680282,20260417,202604,2026,2026.2932,,,,,,,,,,,ROU,ROMANIAN,,,,,,,,,1,042,042,04,1,1.9,7,1,7,3.68421052631579,0,,,,,,,,4,"Margareta, Romania (general), Romania",RO,RO00,25022,43.9167,25.1,-1163649,4,"Margareta, Romania (general), Romania",RO,RO00,25022,43.9167,25.1,-1163649,20260417103000,https://www.romania-insider.com/festival-savarsin-royal-estate-april-2026
1299680283,20260417,202604,2026,2026.2932,,,,,,,,,,,RUS,MOSCOW,RUS,,,,,,,,0,042,042,04,1,1.9,3,1,3,-1.94174757281553,0,,,,,,,,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20260417103000,https://www.counterpunch.org/2026/04/17/twilight-of-the-strongmen/
1299680284,20260417,202604,2026,2026.2932,,,,,,,,,,,RUSGOV,MOSCOW,RUS,,,,,GOV,,,1,040,040,04,1,1.0,6,1,6,1.08108108108108,0,,,,,,,,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260417103000,https://akipress.com/news:891576:Lavrov_to_meet_with_Central_Asian_Foreign_Ministers_in_Moscow/
1299680285,20260417,202604,2026,2026.2932,,,,,,,,,,,RWA,RWANDAN,RWA,,,,,,,,1,043,043,04,1,2.8,5,1,5,-0.11695906432749,0,,,,,,,,4,"Volcanoes National Park, Nord, Rwanda",RW,RW13,21988,-1.5,29.5,25478,4,"Volcanoes National Park, Nord, Rwanda",RW,RW13,21988,-1.5,29.5,25478,20260417103000,https://www.esquire.com/uk/culture/tv/a71038145/review-david-attenborough-a-gorilla-story/
1299680286,20260417,202604,2026,2026.2932,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,020,020,02,1,3.0,6,1,6,-4.177545691906,0,,,,,,,,3,"Pembina County, North Dakota, United States",US,USND,,48.7667,-97.517,1034212,3,"Pembina County, North Dakota, United States",US,USND,,48.7667,-97.517,1034212,20260417103000,https://kfgo.com/2026/04/17/grand-forks-county-reports-first-measles-case-of-2026-as-pembina-county-outbreak-ends/
1299680287,20260417,202604,2026,2026.2932,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,036,036,03,1,4.0,4,1,4,2.92237442922375,0,,,,,,,,3,"Seattle, Washington, United States",US,USWA,WA033,47.6062,-122.332,1512650,3,"Seattle, Washington, United States",US,USWA,WA033,47.6062,-122.332,1512650,20260417103000,https://www.peninsuladailynews.com/2026/04/17/ludlow-village-players-to-host-two-act-play/
1299680288,20260417,202604,2026,2026.2932,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,036,036,03,1,4.0,6,1,6,2.92237442922375,0,,,,,,,,3,"Clallam County, Washington, United States",US,USWA,,48.0498,-123.835,1531341,3,"Clallam County, Washington, United States",US,USWA,,48.0498,-123.835,1531341,20260417103000,https://www.peninsuladailynews.com/2026/04/17/ludlow-village-players-to-host-two-act-play/
1299680289,20260417,202604,2026,2026.2932,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,036,036,03,1,4.0,10,1,8,2.92237442922375,0,,,,,,,,3,"Sequim, Washington, United States",US,USWA,WA009,48.0795,-123.102,1531505,3,"Sequim, Washington, United States",US,USWA,WA009,48.0795,-123.102,1531505,20260417103000,https://www.peninsuladailynews.com/2026/04/17/ludlow-village-players-to-host-two-act-play/
1299680290,20260417,202604,2026,2026.2932,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,040,040,04,1,1.0,2,1,2,-6.04651162790698,0,,,,,,,,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20260417103000,https://www.latimes.com/politics/story/2026-04-17/swalwell-sexual-assault-california-governor-accountability-facts-vs-rumors
1299680291,20260417,202604,2026,2026.2932,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,042,042,04,1,1.9,6,1,6,-4.177545691906,0,,,,,,,,3,"Grand Forks County, North Dakota, United States",US,USND,,47.9417,-97.4337,1034218,3,"Grand Forks County, North Dakota, United States",US,USND,,47.9417,-97.4337,1034218,20260417103000,https://kfgo.com/2026/04/17/grand-forks-county-reports-first-measles-case-of-2026-as-pembina-county-outbreak-ends/
1299680292,20260417,202604,2026,2026.2932,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,042,042,04,1,1.9,6,1,6,1.59045725646124,0,,,,,,,,3,"Amarillo, Texas, United States",US,USTX,TX375,35.222,-101.831,1351066,3,"Amarillo, Texas, United States",US,USTX,TX375,35.222,-101.831,1351066,20260417103000,https://1025kiss.com/ixp/179/p/travel-time-amarillo-growth/
1299680293,20260417,202604,2026,2026.2932,,,,,,,,,,,USAEDU,BOSTON,USA,,,,,EDU,,,1,043,043,04,1,2.8,3,1,3,1.27226463104326,0,,,,,,,,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20260417103000,https://www.businessinsider.com/how-to-get-a-job-citadel-securities-ai-skills-2026-4
1299680294,20260417,202604,2026,2026.2932,,,,,,,,,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,1,036,036,03,1,4.0,6,1,6,4.31372549019608,0,,,,,,,,3,"Jamesport, New York, United States",US,USNY,NY103,40.9495,-72.5815,953924,3,"Jamesport, New York, United States",US,USNY,NY103,40.9495,-72.5815,953924,20260417103000,https://suffolktimes.timesreview.com/2026/04/east-end-fire-departments-push-for-volunteers-at-open-house-events/
1299680295,20260417,202604,2026,2026.2932,,,,,,,,,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,0,036,036,03,1,4.0,6,1,6,4.31372549019608,0,,,,,,,,3,"Riverhead, New York, United States",US,USNY,NY103,40.917,-72.662,962565,3,"Riverhead, New York, United States",US,USNY,NY103,40.917,-72.662,962565,20260417103000,https://suffolktimes.timesreview.com/2026/04/east-end-fire-departments-push-for-volunteers-at-open-house-events/
1299680296,20260417,202604,2026,2026.2932,,,,,,,,,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,0,036,036,03,1,4.0,8,1,8,4.31372549019608,0,,,,,,,,3,"Southold, New York, United States",US,USNY,NY103,41.0648,-72.4262,965910,3,"Southold, New York, United States",US,USNY,NY103,41.0648,-72.4262,965910,20260417103000,https://suffolktimes.timesreview.com/2026/04/east-end-fire-departments-push-for-volunteers-at-open-house-events/
1299680297,20260417,202604,2026,2026.2932,,,,,,,,,,,ZAFPTY,SOUTH AFRICAN,ZAF,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-5.82750582750583,0,,,,,,,,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,20260417103000,http://www.bignewsnetwork.com/news/278992820/south-african-politician-jailed-for-firing-gun-at-rally
1299680298,20260417,202604,2026,2026.2932,AFG,AFGHANISTAN,AFG,,,,,,,,,,,,,,,,,,0,120,120,12,3,-4.0,2,1,2,-8.93665158371038,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,0,,,,,,,,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,20260417103000,https://www.merimbulanewsweekly.com.au/story/9225701/roberts-smith-released-as-war-crime-details-emerge/
1299680299,20260417,202604,2026,2026.2932,AFG,AFGHANISTAN,AFG,,,,,,,,,,,,,,,,,,1,193,193,19,4,-10.0,2,1,2,-16.4948453608247,5,"Badakhshan, Badakhshan, Afghanistan",AF,AF01,3456,36.75,72,-3369558,0,,,,,,,,5,"Badakhshan, Badakhshan, Afghanistan",AF,AF01,3456,36.75,72,-3369558,20260417103000,http://www.afghanistannews.net/news/278991796/road-accident-kills-5-injures-1-in-afghanistan
1299680300,20260417,202604,2026,2026.2932,AFG,AFGHANISTAN,AFG,,,,,,,,COP,POLICE,,,,,,COP,,,1,193,193,19,4,-10.0,8,1,8,-16.4948453608247,5,"Badakhshan, Badakhshan, Afghanistan",AF,AF01,3456,36.75,72,-3369558,5,"Badakhshan, Badakhshan, Afghanistan",AF,AF01,3456,36.75,72,-3369558,5,"Badakhshan, Badakhshan, Afghanistan",AF,AF01,3456,36.75,72,-3369558,20260417103000,http://www.afghanistannews.net/news/278991796/road-accident-kills-5-injures-1-in-afghanistan
1299680301,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,2,1,2,-5.82750582750583,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,0,,,,,,,,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,20260417103000,http://www.bignewsnetwork.com/news/278992820/south-african-politician-jailed-for-firing-gun-at-rally
1299680302,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,2,1,2,-5.82750582750583,4,"Mdantsane, Eastern Cape, South Africa",SF,SF05,77320,-32.9332,27.7766,-1258878,0,,,,,,,,4,"Mdantsane, Eastern Cape, South Africa",SF,SF05,77320,-32.9332,27.7766,-1258878,20260417103000,http://www.bignewsnetwork.com/news/278992820/south-african-politician-jailed-for-firing-gun-at-rally
1299680303,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,10,1,10,2.42857142857143,4,"Nouakchott, Trarza, Mauritania",MR,MR06,19532,18.1194,-16.0406,-1402901,0,,,,,,,,4,"Nouakchott, Trarza, Mauritania",MR,MR06,19532,18.1194,-16.0406,-1402901,20260417103000,https://www.miragenews.com/fao-report-womens-role-in-sub-saharan-agrifood-1657424/
1299680304,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,,,,,,,,,,,1,040,040,04,1,1.0,5,1,5,2.42857142857143,4,"Nouakchott, Trarza, Mauritania",MR,MR06,19532,18.1194,-16.0406,-1402901,0,,,,,,,,4,"Nouakchott, Trarza, Mauritania",MR,MR06,19532,18.1194,-16.0406,-1402901,20260417103000,https://www.miragenews.com/fao-report-womens-role-in-sub-saharan-agrifood-1657424/
1299680305,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,,,,,,,,,,,1,120,120,12,3,-4.0,2,1,2,-5.82750582750583,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,0,,,,,,,,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,20260417103000,http://www.bignewsnetwork.com/news/278992820/south-african-politician-jailed-for-firing-gun-at-rally
1299680306,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,COP,PRISON,,,,,,COP,,,0,173,173,17,4,-5.0,4,1,4,-5.82750582750583,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,20260417103000,http://www.bignewsnetwork.com/news/278992820/south-african-politician-jailed-for-firing-gun-at-rally
1299680307,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,036,036,03,1,4.0,4,1,4,4.86111111111111,1,South Africa,SF,SF,,-30,26,SF,1,South Africa,SF,SF,,-30,26,SF,1,South Africa,SF,SF,,-30,26,SF,20260417103000,https://www.itnewsafrica.com/2026/04/aveva-to-spotlight-industrial-intelligence-at-aveva-day-south-africa-2026/
1299680308,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,JUD,MAGISTRATE,,,,,,JUD,,,0,112,112,11,3,-2.0,4,1,4,-5.82750582750583,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,20260417103000,http://www.bignewsnetwork.com/news/278992820/south-african-politician-jailed-for-firing-gun-at-rally
1299680309,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,JUD,MAGISTRATE,,,,,,JUD,,,1,112,112,11,3,-2.0,4,1,4,-5.82750582750583,4,"Mdantsane, Eastern Cape, South Africa",SF,SF05,77320,-32.9332,27.7766,-1258878,4,"Mdantsane, Eastern Cape, South Africa",SF,SF05,77320,-32.9332,27.7766,-1258878,4,"Mdantsane, Eastern Cape, South Africa",SF,SF05,77320,-32.9332,27.7766,-1258878,20260417103000,http://www.bignewsnetwork.com/news/278992820/south-african-politician-jailed-for-firing-gun-at-rally
1299680310,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,LEG,LAWMAKER,,,,,,LEG,,,0,172,172,17,4,-5.0,6,1,6,-5.82750582750583,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,20260417103000,http://www.bignewsnetwork.com/news/278992820/south-african-politician-jailed-for-firing-gun-at-rally
1299680311,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,ZAF,EASTERN CAPE,ZAF,,,,,,,,1,051,051,05,1,3.4,2,1,2,-5.82750582750583,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,20260417103000,http://www.bignewsnetwork.com/news/278992820/south-african-politician-jailed-for-firing-gun-at-rally
1299680312,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,ZAF,EASTERN CAPE,ZAF,,,,,,,,1,120,120,12,3,-4.0,2,1,2,-5.82750582750583,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,4,"East London, Eastern Cape, South Africa",SF,SF05,77320,-33.0111,27.91,-1225311,20260417103000,http://www.bignewsnetwork.com/news/278992820/south-african-politician-jailed-for-firing-gun-at-rally
1299680313,20260417,202604,2026,2026.2932,AGR,FARMER,,,,,,AGR,,,,,,,,,,,,,0,192,192,19,4,-9.5,10,1,10,2.42857142857143,4,"Nouakchott, Trarza, Mauritania",MR,MR06,19532,18.1194,-16.0406,-1402901,0,,,,,,,,4,"Nouakchott, Trarza, Mauritania",MR,MR06,19532,18.1194,-16.0406,-1402901,20260417103000,https://www.miragenews.com/fao-report-womens-role-in-sub-saharan-agrifood-1657424/
1299680314,20260417,202604,2026,2026.2932,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,010,010,01,1,0.0,1,1,1,-2.81938325991189,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,0,,,,,,,,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,20260417103000,https://www.merimbulanewsweekly.com.au/story/9224805/pvc-copper-global-crises-choke-supply-for-australian-tradies/
1299680315,20260417,202604,2026,2026.2932,AUS,AUSTRALIA,AUS,,,,,,,,USAGOV,THE US,USA,,,,,GOV,,,0,013,013,01,1,0.4,8,1,8,0.29411764705882,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260417103000,https://www.merimbulanewsweekly.com.au/story/9225819/been-no-change-pm-rebuffs-trump-tantrum-on-australia/
1299680316,20260417,202604,2026,2026.2932,AUS,AUSTRALIA,AUS,,,,,,,,USAGOV,THE US,USA,,,,,GOV,,,0,045,045,04,1,5.0,8,1,8,0.29411764705882,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260417103000,https://www.merimbulanewsweekly.com.au/story/9225819/been-no-change-pm-rebuffs-trump-tantrum-on-australia/
1299680317,20260417,202604,2026,2026.2932,AUS,AUSTRALIA,AUS,,,,,,,,USAGOV,THE US,USA,,,,,GOV,,,0,045,045,04,1,5.0,2,1,2,0.29411764705882,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,20260417103000,https://www.merimbulanewsweekly.com.au/story/9225819/been-no-change-pm-rebuffs-trump-tantrum-on-australia/
1299680318,20260417,202604,2026,2026.2932,AUSCOP,VICTORIA,AUS,,,,,COP,,,AUS,VICTORIA,AUS,,,,,,,,0,018,018,01,1,3.4,6,1,6,-4.31565967940814,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,20260417103000,https://www.merimbulanewsweekly.com.au/story/9226464/significant-failures-in-police-probe-of-mans-death/
1299680319,20260417,202604,2026,2026.2932,AUSCOP,AUSTRALIA,AUS,,,,,COP,,,AUS,VICTORIA,AUS,,,,,,,,1,084,084,08,2,7.0,6,1,6,-8.93665158371038,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,20260417103000,https://www.merimbulanewsweekly.com.au/story/9225701/roberts-smith-released-as-war-crime-details-emerge/
1299680320,20260417,202604,2026,2026.2932,AUSCOP,VICTORIA,AUS,,,,,COP,,,AUS,VICTORIA,AUS,,,,,,,,0,100,100,10,3,-5.0,6,1,6,-4.31565967940814,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,20260417103000,https://www.merimbulanewsweekly.com.au/story/9226464/significant-failures-in-police-probe-of-mans-death/
1299680321,20260417,202604,2026,2026.2932,AUSGOVBUS,ANTHONY ALBANESE,AUS,,,,,GOV,BUS,,GOV,PRESIDENT,,,,,,GOV,,,1,111,111,11,3,-2.0,2,1,2,0.29411764705882,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,1,Lebanon,LE,LE,,33.833333,35.833333,LE,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,20260417103000,https://www.merimbulanewsweekly.com.au/story/9225819/been-no-change-pm-rebuffs-trump-tantrum-on-australia/
1299680322,20260417,202604,2026,2026.2932,AUSGOVBUS,ANTHONY ALBANESE,AUS,,,,,GOV,BUS,,GOV,PRESIDENT,,,,,,GOV,,,1,111,111,11,3,-2.0,6,1,6,0.29411764705882,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260417103000,https://www.merimbulanewsweekly.com.au/story/9225819/been-no-change-pm-rebuffs-trump-tantrum-on-australia/
1299680323,20260417,202604,2026,2026.2932,AUSGOVBUS,ANTHONY ALBANESE,AUS,,,,,GOV,BUS,,GOV,PRESIDENT,,,,,,GOV,,,1,120,120,12,3,-4.0,8,1,8,0.29411764705882,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,20260417103000,https://www.merimbulanewsweekly.com.au/story/9225819/been-no-change-pm-rebuffs-trump-tantrum-on-australia/
1299680324,20260417,202604,2026,2026.2932,AUSGOVBUS,ANTHONY ALBANESE,AUS,,,,,GOV,BUS,,LBNGOV,LEBANON,LBN,,,,,GOV,,,1,111,111,11,3,-2.0,2,1,2,0.29411764705882,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260417103000,https://www.merimbulanewsweekly.com.au/story/9225819/been-no-change-pm-rebuffs-trump-tantrum-on-australia/
1299680325,20260417,202604,2026,2026.2932,AUSGOVBUS,ANTHONY ALBANESE,AUS,,,,,GOV,BUS,,LBNGOV,LEBANON,LBN,,,,,GOV,,,1,120,120,12,3,-4.0,2,1,2,0.29411764705882,1,Iran,IR,IR,,32,53,IR,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,20260417103000,https://www.merimbulanewsweekly.com.au/story/9225819/been-no-change-pm-rebuffs-trump-tantrum-on-australia/
1299680326,20260417,202604,2026,2026.2932,AUSGOVBUS,ANTHONY ALBANESE,AUS,,,,,GOV,BUS,,MIL,MILITARY,,,,,,MIL,,,1,060,060,06,2,6.0,10,1,10,0.29411764705882,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260417103000,https://www.merimbulanewsweekly.com.au/story/9225819/been-no-change-pm-rebuffs-trump-tantrum-on-australia/
1299680327,20260417,202604,2026,2026.2932,AUT,AUSTRIA,AUT,,,,,,,,IND,DELHI,IND,,,,,,,,1,057,057,05,1,8.0,2,1,2,5.2,1,Austria,AU,AU,,47.333333,13.333333,AU,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20260417103000,https://timesofoman.com/article/170725-india-austria-push-for-peace-to-expand-defence-and-tech-cooperation
1299680328,20260417,202604,2026,2026.2932,AUTGOV,AUSTRIA,AUT,,,,,GOV,,,,,,,,,,,,,0,018,018,01,1,3.4,1,1,1,5.2,1,Austria,AU,AU,,47.333333,13.333333,AU,0,,,,,,,,1,Austria,AU,AU,,47.333333,13.333333,AU,20260417103000,https://timesofoman.com/article/170725-india-austria-push-for-peace-to-expand-defence-and-tech-cooperation
1299680329,20260417,202604,2026,2026.2932,AUTGOV,AUSTRIA,AUT,,,,,GOV,,,CHRGOV,CHRISTIAN,,,,CHR,,GOV,,,1,010,010,01,1,0.0,4,1,4,5.2,4,"Rajghat, Uttar Pradesh, India",IN,IN36,17922,24.8366,78.4326,10449211,4,"Rajghat, Uttar Pradesh, India",IN,IN36,17922,24.8366,78.4326,10449211,4,"Rajghat, Uttar Pradesh, India",IN,IN36,17922,24.8366,78.4326,10449211,20260417103000,https://timesofoman.com/article/170725-india-austria-push-for-peace-to-expand-defence-and-tech-cooperation
1299680330,20260417,202604,2026,2026.2932,BEL,BRUSSELS,BEL,,,,,,,,,,,,,,,,,,1,036,036,03,1,4.0,3,1,3,-4.33996383363469,1,United States,US,US,,39.828175,-98.5795,US,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,20260417103000,https://www.freemuse.org/freemuse-report-artists-worldwide-face-deepening-crisis
1299680331,20260417,202604,2026,2026.2932,BEL,BRUSSELS,BEL,,,,,,,,EUR,EUROPEAN,EUR,,,,,,,,1,036,036,03,1,4.0,5,1,5,-4.33996383363469,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260417103000,https://www.freemuse.org/freemuse-report-artists-worldwide-face-deepening-crisis
1299680332,20260417,202604,2026,2026.2932,BUS,AIRLINE,,,,,,BUS,,,,,,,,,,,,,1,012,012,01,1,-0.4,5,1,5,-5.65610859728507,1,Iran,IR,IR,,32,53,IR,0,,,,,,,,1,Iran,IR,IR,,32,53,IR,20260417103000,https://www.el-balad.com/16915560
1299680333,20260417,202604,2026,2026.2932,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,0,015,015,01,1,0.0,10,1,10,0.6568144499179,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260417103000,https://www.furnituretoday.com/tariffs/portal-for-tariff-refunds-to-open-monday-3-things-to-know/
