GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1313128468,20260711,202607,2026,2026.5233,CRM,DEALER,,,,,,CRM,,,,,,,,,,,,,1,036,036,03,1,4.0,5,1,5,10.0271002710027,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260711101500,https://www.unitaid.eu/simplicity-dealers-tg5g.html
1313128469,20260711,202607,2026,2026.5233,CRM,PERPETRATOR,,,,,,CRM,,,,,,,,,,,,,1,190,190,19,4,-10.0,6,1,6,-6.45624103299856,4,"Mashhad, (IR30), Iran",IR,IR30,41031,36.297,59.6062,-3074261,0,,,,,,,,4,"Mashhad, (IR30), Iran",IR,IR30,41031,36.297,59.6062,-3074261,20260711101500,https://www.juancole.com/2026/07/khameneis-funeral-censure.html
1313128470,20260711,202607,2026,2026.5233,CRM,PERPETRATOR,,,,,,CRM,,,IRN,IRAN,IRN,,,,,,,,1,020,020,02,1,3.0,2,1,2,-6.45624103299856,4,"Mashhad, (IR30), Iran",IR,IR30,41031,36.297,59.6062,-3074261,4,"Mashhad, (IR30), Iran",IR,IR30,41031,36.297,59.6062,-3074261,4,"Mashhad, (IR30), Iran",IR,IR30,41031,36.297,59.6062,-3074261,20260711101500,https://www.juancole.com/2026/07/khameneis-funeral-censure.html
1313128471,20260711,202607,2026,2026.5233,CRM,PERPETRATOR,,,,,,CRM,,,IRN,IRAN,IRN,,,,,,,,1,190,190,19,4,-10.0,2,1,2,-6.45624103299856,4,"Mashhad, (IR30), Iran",IR,IR30,41031,36.297,59.6062,-3074261,4,"Mashhad, (IR30), Iran",IR,IR30,41031,36.297,59.6062,-3074261,4,"Mashhad, (IR30), Iran",IR,IR30,41031,36.297,59.6062,-3074261,20260711101500,https://www.juancole.com/2026/07/khameneis-funeral-censure.html
1313128472,20260711,202607,2026,2026.5233,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,1,036,036,03,1,4.0,1,1,1,0.71556350626118,2,"West Virginia, United States",US,USWV,,38.468,-80.9696,WV,0,,,,,,,,2,"West Virginia, United States",US,USWV,,38.468,-80.9696,WV,20260711101500,https://www.herald-dispatch.com/news/council-to-meet-monday-consider-new-ai-tools-for-hpd/article_f5686dea-e5d0-44bc-92c2-c193982674ec.html
1313128473,20260711,202607,2026,2026.5233,CVL,COMMUNITY,,,,,,CVL,,,NZL,AUCKLAND,NZL,,,,,,,,0,042,042,04,1,1.9,2,1,2,3.16139767054909,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20260711101500,https://www.geo.tv/latest/672584-new-zealand-india-strike-strategic-partnership-on-defence-and-security
1313128474,20260711,202607,2026,2026.5233,CVL,CIVILIAN,,,,,,CVL,,,PAK,PAKISTAN,PAK,,,,,,,,0,190,190,19,4,-10.0,8,1,8,-9.38216377992869,5,"Balochistan, Balochistan, Pakistan",PK,PK02,40300,28.4785,65.6436,-2755738,5,"Balochistan, Balochistan, Pakistan",PK,PK02,40300,28.4785,65.6436,-2755738,5,"Balochistan, Balochistan, Pakistan",PK,PK02,40300,28.4785,65.6436,-2755738,20260711101500,https://www.geo.tv/latest/672575-govt-to-take-evidence-of-indias-proxy-war-in-balochistan-to-global-forums-sanaullah
1313128475,20260711,202607,2026,2026.5233,CVL,CIVILIAN,,,,,,CVL,,,UAF,TERRORIST,,,,,,UAF,,,0,190,190,19,4,-10.0,2,1,2,-9.38216377992869,5,"Balochistan, Balochistan, Pakistan",PK,PK02,40300,28.4785,65.6436,-2755738,5,"Balochistan, Balochistan, Pakistan",PK,PK02,40300,28.4785,65.6436,-2755738,5,"Balochistan, Balochistan, Pakistan",PK,PK02,40300,28.4785,65.6436,-2755738,20260711101500,https://www.geo.tv/latest/672575-govt-to-take-evidence-of-indias-proxy-war-in-balochistan-to-global-forums-sanaullah
1313128476,20260711,202607,2026,2026.5233,CVL,COMMUNITY,,,,,,CVL,,,USA,UNITED STATES,USA,,,,,,,,0,036,036,03,1,4.0,10,1,10,1.18343195266272,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260711101500,https://www.timesleaderonline.com/news/community/2026/07/local-briefs-79/
1313128477,20260711,202607,2026,2026.5233,CVL,COMMUNITY,,,,,,CVL,,,USA,UNITED STATES,USA,,,,,,,,1,036,036,03,1,4.0,4,1,4,0.71556350626118,2,"West Virginia, United States",US,USWV,,38.468,-80.9696,WV,2,"West Virginia, United States",US,USWV,,38.468,-80.9696,WV,2,"West Virginia, United States",US,USWV,,38.468,-80.9696,WV,20260711101500,https://www.herald-dispatch.com/news/council-to-meet-monday-consider-new-ai-tools-for-hpd/article_f5686dea-e5d0-44bc-92c2-c193982674ec.html
1313128478,20260711,202607,2026,2026.5233,CVL,TOURIST,,,,,,CVL,,,VNM,VIETNAM,VNM,,,,,,,,1,073,073,07,2,7.4,3,1,3,2.66666666666667,4,"Hanoi, Ha N?i, Vietnam, Republic Of",VM,VM44,74067,21.0333,105.85,-3714993,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,20260711101500,https://timesofindia.indiatimes.com/india/boat-carrying-several-indian-tourists-capsizes-in-vietnam-rescue-ops-underway/articleshow/132328107.cms
1313128479,20260711,202607,2026,2026.5233,CVL,TOURIST,,,,,,CVL,,,VNM,VIETNAM,VNM,,,,,,,,1,073,073,07,2,7.4,4,1,4,0.52356020942408,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,4,"Phu Quoc Island, Ki?n Giang, Vietnam, Republic Of",VM,VM21,32401,10.2,104,-3726178,20260711101500,https://www.thehindu.com/news/international/boat-with-indian-tourists-capsizes-vietnam-phu-quoc-island-rescue-efforts-updates/article71209943.ece
1313128480,20260711,202607,2026,2026.5233,CVL,TOURIST,,,,,,CVL,,,VNM,VIETNAM,VNM,,,,,,,,1,073,073,07,2,7.4,7,2,7,1.74819247070556,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,20260711101500,https://www.thehindu.com/news/international/boat-with-indian-tourists-capsizes-vietnam-phu-quoc-island-rescue-efforts-updates/article71209943.ece
1313128481,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,EDU,INTELLECTUAL,,,,,,EDU,,,0,010,010,01,1,0.0,8,1,8,-1.83220829315333,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128482,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,EDU,INTELLECTUAL,,,,,,EDU,,,0,010,010,01,1,0.0,2,1,2,-1.83220829315333,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128483,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,EUR,EUROPE,EUR,,,,,,,,0,010,010,01,1,0.0,1,1,1,-1.83220829315333,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128484,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,EUR,EUROPE,EUR,,,,,,,,0,010,010,01,1,0.0,1,1,1,-1.83220829315333,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128485,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,EUR,EUROPE,EUR,,,,,,,,0,042,042,04,1,1.9,3,1,3,-1.83220829315333,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128486,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,EUR,EUROPE,EUR,,,,,,,,0,042,042,04,1,1.9,1,1,1,-1.83220829315333,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128487,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,EUR,EUROPE,EUR,,,,,,,,0,042,042,04,1,1.9,1,1,1,-1.83220829315333,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128488,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,FRA,FRENCH,FRA,,,,,,,,1,042,042,04,1,1.9,2,1,2,4.15704387990762,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,20260711101500,https://www.wallpaper.com/fashion-beauty/maison-mytheresa-yacht-french-riviera
1313128489,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,FRA,FRENCH,FRA,,,,,,,,1,042,042,04,1,1.9,2,1,2,4.15704387990762,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260711101500,https://www.wallpaper.com/fashion-beauty/maison-mytheresa-yacht-french-riviera
1313128490,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,010,010,01,1,0.0,1,1,1,-1.83220829315333,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128491,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,010,010,01,1,0.0,1,1,1,-1.83220829315333,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128492,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,036,036,03,1,4.0,1,1,1,4.15704387990762,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,20260711101500,https://www.wallpaper.com/fashion-beauty/maison-mytheresa-yacht-french-riviera
1313128493,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,036,036,03,1,4.0,2,1,2,4.15704387990762,1,Germany,GM,GM,,51.5,10.5,GM,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260711101500,https://www.wallpaper.com/fashion-beauty/maison-mytheresa-yacht-french-riviera
1313128494,20260711,202607,2026,2026.5233,DEU,GERMAN,DEU,,,,,,,,USA,AMERICAN,USA,,,,,,,,0,042,042,04,1,1.9,2,1,2,-1.83220829315333,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128495,20260711,202607,2026,2026.5233,DEU,GERMAN,DEU,,,,,,,,USA,AMERICAN,USA,,,,,,,,0,042,042,04,1,1.9,2,1,2,-1.83220829315333,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128496,20260711,202607,2026,2026.5233,DEU,GERMAN,DEU,,,,,,,,USA,AMERICAN,USA,,,,,,,,0,042,042,04,1,1.9,3,1,3,-1.83220829315333,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128497,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,USA,NEW YORK,USA,,,,,,,,0,042,042,04,1,1.9,1,1,1,4.15704387990762,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,20260711101500,https://www.wallpaper.com/fashion-beauty/maison-mytheresa-yacht-french-riviera
1313128498,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,USA,NEW YORK,USA,,,,,,,,0,042,042,04,1,1.9,2,1,2,4.15704387990762,1,Germany,GM,GM,,51.5,10.5,GM,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,1,Germany,GM,GM,,51.5,10.5,GM,20260711101500,https://www.wallpaper.com/fashion-beauty/maison-mytheresa-yacht-french-riviera
1313128499,20260711,202607,2026,2026.5233,DEU,GERMANY,DEU,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,043,043,04,1,2.8,3,1,3,-1.83220829315333,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128500,20260711,202607,2026,2026.5233,DEUGOV,GERMANY,DEU,,,,,GOV,,,EUR,EUROPE,EUR,,,,,,,,0,010,010,01,1,0.0,1,1,1,-1.83220829315333,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128501,20260711,202607,2026,2026.5233,DEUGOV,GERMANY,DEU,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,0,010,010,01,1,0.0,1,1,1,-1.83220829315333,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128502,20260711,202607,2026,2026.5233,EDU,SCHOOL,,,,,,EDU,,,,,,,,,,,,,1,030,030,03,1,4.0,10,1,10,2.91828793774319,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,0,,,,,,,,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,20260711101500,https://communitynewspapers.com/biscayne-bay/district-to-review-policies-related-to-attendance-boundary-process/
1313128503,20260711,202607,2026,2026.5233,EDU,SCHOOL,,,,,,EDU,,,,,,,,,,,,,0,036,036,03,1,4.0,10,1,10,3.1021897810219,2,"West Virginia, United States",US,USWV,,38.468,-80.9696,WV,0,,,,,,,,2,"West Virginia, United States",US,USWV,,38.468,-80.9696,WV,20260711101500,https://www.herald-dispatch.com/news/wv-school-clothing-allowance-program-to-open-july-20-after-weeks-of-uncertainty-under-morrisey/article_77689712-d3f1-4878-8d9c-db35d49f2800.html
1313128504,20260711,202607,2026,2026.5233,EDU,SCHOLAR,,,,,,EDU,,,,,,,,,,,,,1,043,043,04,1,2.8,2,1,2,5.09641873278237,3,"Ashland, Virginia, United States",US,USVA,VA085,37.759,-77.48,1492492,0,,,,,,,,3,"Ashland, Virginia, United States",US,USVA,VA085,37.759,-77.48,1492492,20260711101500,https://www.herald-dispatch.com/features_entertainment/marshall-university-welcomes-40th-cohort-of-yeager-scholars/article_77035afc-9945-4cf1-9196-22b5828edbe4.html
1313128505,20260711,202607,2026,2026.5233,EDU,SCHOLAR,,,,,,EDU,,,,,,,,,,,,,1,043,043,04,1,2.8,7,1,7,5.09641873278237,3,"Marshall University, West Virginia, United States",US,USWV,WV011,38.4232,-82.4308,1542797,0,,,,,,,,3,"Marshall University, West Virginia, United States",US,USWV,,38.4232,-82.4308,1542797,20260711101500,https://www.herald-dispatch.com/features_entertainment/marshall-university-welcomes-40th-cohort-of-yeager-scholars/article_77035afc-9945-4cf1-9196-22b5828edbe4.html
1313128506,20260711,202607,2026,2026.5233,EDU,UNIVERSITY,,,,,,EDU,,,,,,,,,,,,,0,043,043,04,1,2.8,2,1,2,5.09641873278237,3,"Marshall University, West Virginia, United States",US,USWV,WV011,38.4232,-82.4308,1542797,0,,,,,,,,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260711101500,https://www.herald-dispatch.com/features_entertainment/marshall-university-welcomes-40th-cohort-of-yeager-scholars/article_77035afc-9945-4cf1-9196-22b5828edbe4.html
1313128507,20260711,202607,2026,2026.5233,EDU,SCHOLAR,,,,,,EDU,,,,,,,,,,,,,1,043,043,04,1,2.8,1,1,1,5.09641873278237,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,0,,,,,,,,3,"Marshall University, West Virginia, United States",US,USWV,,38.4232,-82.4308,1542797,20260711101500,https://www.herald-dispatch.com/features_entertainment/marshall-university-welcomes-40th-cohort-of-yeager-scholars/article_77035afc-9945-4cf1-9196-22b5828edbe4.html
1313128508,20260711,202607,2026,2026.5233,EDU,STUDENT,,,,,,EDU,,,,,,,,,,,,,0,051,051,05,1,3.4,5,1,5,-0.45402951191827,1,Russia,RS,RS,,60,100,RS,0,,,,,,,,1,Russia,RS,RS,,60,100,RS,20260711101500,https://www.bristolpost.co.uk/news/bristol-news/ten-years-still-only-half-11051603
1313128509,20260711,202607,2026,2026.5233,EDU,UNIVERSITY,,,,,,EDU,,,,,,,,,,,,,1,051,051,05,1,3.4,2,1,2,5.09641873278237,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,0,,,,,,,,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260711101500,https://www.herald-dispatch.com/features_entertainment/marshall-university-welcomes-40th-cohort-of-yeager-scholars/article_77035afc-9945-4cf1-9196-22b5828edbe4.html
1313128510,20260711,202607,2026,2026.5233,EDU,UNIVERSITY,,,,,,EDU,,,,,,,,,,,,,0,070,070,07,2,7.0,1,1,1,0.71513706793802,4,"Bristol, Bristol, City of, United Kingdom",UK,UKB7,40094,51.45,-2.58333,-2590919,0,,,,,,,,4,"Bristol, Bristol, City of, United Kingdom",UK,UKB7,40094,51.45,-2.58333,-2590919,20260711101500,https://www.bristolpost.co.uk/news/bristol-news/seven-weeks-grand-opening-bristols-11052423
1313128511,20260711,202607,2026,2026.5233,EDU,STUDENT,,,,,,EDU,,,,,,,,,,,,,1,084,084,08,2,7.0,10,1,10,-3.46938775510205,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20260711101500,https://www.indiatvnews.com/education/news/why-is-ugc-net-answer-key-2026-release-delayed-anxious-students-urge-nta-to-release-answer-key-2026-07-11-1047892
1313128512,20260711,202607,2026,2026.5233,EDU,STUDENT,,,,,,EDU,,,,,,,,,,,,,1,141,141,14,3,-6.5,3,1,3,-1.83220829315333,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,0,,,,,,,,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128513,20260711,202607,2026,2026.5233,EDU,STUDENT,,,,,,EDU,,,,,,,,,,,,,1,141,141,14,3,-6.5,2,1,2,-1.83220829315333,4,"Acton, Shropshire, United Kingdom",UK,UKL6,40184,52.45,-3.01667,-2587893,0,,,,,,,,4,"Acton, Shropshire, United Kingdom",UK,UKL6,40184,52.45,-3.01667,-2587893,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128514,20260711,202607,2026,2026.5233,EDU,SCHOOL,,,,,,EDU,,,,,,,,,,,,,0,193,193,19,4,-10.0,10,1,10,-3.64285714285714,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,0,,,,,,,,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,20260711101500,https://stnonline.com/news/school-bus-drivers-need-active-threat-training-as-school-security-evolves-experts-say/
1313128515,20260711,202607,2026,2026.5233,EDU,UNIVERSITY,,,,,,EDU,,,AUS,AUSTRALIAN,AUS,,,,,,,,1,090,090,09,2,-2.0,3,1,3,0.26041666666666,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260711101500,https://tech.yahoo.com/cybersecurity/articles/see-spot-ai-deepfake-test-000100158.html
1313128516,20260711,202607,2026,2026.5233,EDU,STUDENT,,,,,,EDU,,,BUS,BUSINESS,,,,,,BUS,,,0,042,042,04,1,1.9,10,1,10,-0.45402951191827,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260711101500,https://www.bristolpost.co.uk/news/bristol-news/ten-years-still-only-half-11051603
1313128517,20260711,202607,2026,2026.5233,EDU,STUDENT,,,,,,EDU,,,DEU,GERMANY,DEU,,,,,,,,0,111,111,11,3,-2.0,1,1,1,-1.83220829315333,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,20260711101500,https://city.udn.com/2976/7228695?raid=7296984
1313128518,20260711,202607,2026,2026.5233,EDU,SCHOLAR,,,,,,EDU,,,IRNGOV,AYATOLLAH KHAMENEI,IRN,,,,,GOV,,,0,051,051,05,1,3.4,5,1,5,-8.19672131147537,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260711101500,"https://www.presstv.ir/Detail/2026/07/11/772008/Israeli-regime-abducts-top-Palestinian-mufti,-bars-him-from-al-Aqsa-Mosque"
1313128519,20260711,202607,2026,2026.5233,EDU,SCHOLAR,,,,,,EDU,,,ISR,ISRAEL,ISR,,,,,,,,0,051,051,05,1,3.4,2,1,2,-8.19672131147537,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260711101500,"https://www.presstv.ir/Detail/2026/07/11/772008/Israeli-regime-abducts-top-Palestinian-mufti,-bars-him-from-al-Aqsa-Mosque"
1313128520,20260711,202607,2026,2026.5233,EDU,SCHOOL,,,,,,EDU,,,MIL,MILITARY,,,,,,MIL,,,0,060,060,06,2,6.0,1,1,1,5.09641873278237,3,"Marshall University, West Virginia, United States",US,USWV,WV011,38.4232,-82.4308,1542797,3,"Marshall University, West Virginia, United States",US,USWV,,38.4232,-82.4308,1542797,3,"Marshall University, West Virginia, United States",US,USWV,,38.4232,-82.4308,1542797,20260711101500,https://www.herald-dispatch.com/features_entertainment/marshall-university-welcomes-40th-cohort-of-yeager-scholars/article_77035afc-9945-4cf1-9196-22b5828edbe4.html
1313128521,20260711,202607,2026,2026.5233,EDU,SCHOOL,,,,,,EDU,,,MIL,MILITARY,,,,,,MIL,,,0,060,060,06,2,6.0,4,1,4,5.09641873278237,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260711101500,https://www.herald-dispatch.com/features_entertainment/marshall-university-welcomes-40th-cohort-of-yeager-scholars/article_77035afc-9945-4cf1-9196-22b5828edbe4.html
1313128522,20260711,202607,2026,2026.5233,EDU,SCHOLAR,,,,,,EDU,,,PSE,PALESTINIAN,PSE,,,,,,,,0,051,051,05,1,3.4,3,1,3,-8.19672131147537,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260711101500,"https://www.presstv.ir/Detail/2026/07/11/772008/Israeli-regime-abducts-top-Palestinian-mufti,-bars-him-from-al-Aqsa-Mosque"
1313128523,20260711,202607,2026,2026.5233,EDU,SCHOOL,,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,0,042,042,04,1,1.9,10,1,10,5.35331905781585,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,20260711101500,https://communitynewspapers.com/featured/palmer-trinity-school-senior-earns-prestigious-scholarship/
